imgID,maskID,LabelName,BoxXMin,BoxXMax,BoxYMin,BoxYMax,PredictedIoU,Clicks
001_img.jpg,001_mask.png,Guitar,0.70875,0.808125,0.355535,0.450281,0.71187,0.74480 0.39370 1;0.78224 0.37915 0;0.80708 0.37277 0;0.73378 0.44890 1;0.77735 0.39334 1;0.75127 0.42656 1;0.73514 0.39540 0;0.80446 0.37377 1;0.79703 0.37581 1;0.79047 0.42235 0;0.76487 0.41669 0;0.74863 0.38172 0
001_img.jpg,001_mask.png,Guitar,0.70875,0.808125,0.355535,0.450281,0.71187,0.74480 0.39370 1;0.78224 0.37915 0;0.80708 0.37277 0;0.73378 0.44890 1;0.77735 0.39334 1;0.75127 0.42656 1;0.73514 0.39540 0;0.80446 0.37377 1;0.79703 0.37581 1;0.79047 0.42235 0;0.76487 0.41669 0;0.74863 0.38172 0
001_img.jpg,001_mask.png,Guitar,0.70875,0.808125,0.355535,0.450281,0.71187,0.74480 0.39370 1;0.78224 0.37915 0;0.80708 0.37277 0;0.73378 0.44890 1;0.77735 0.39334 1;0.75127 0.42656 1;0.73514 0.39540 0;0.80446 0.37377 1;0.79703 0.37581 1;0.79047 0.42235 0;0.76487 0.41669 0;0.74863 0.38172 0
002_img.jpg,002_mask.png,Guitar,0.264375,0.615,0.66,0.859167,0.66639,0.30208 0.68594 1;0.43299 0.70640 1;0.44562 0.74973 0;0.52162 0.72575 0;0.41207 0.69173 0;0.27514 0.85106 1;0.31871 0.68094 0;0.42860 0.79677 0;0.57591 0.69134 1;0.28002 0.78827 1;0.37822 0.67604 1
002_img.jpg,002_mask.png,Guitar,0.264375,0.615,0.66,0.859167,0.66639,0.30208 0.68594 1;0.43299 0.70640 1;0.44562 0.74973 0;0.52162 0.72575 0;0.41207 0.69173 0;0.27514 0.85106 1;0.31871 0.68094 0;0.42860 0.79677 0;0.57591 0.69134 1;0.28002 0.78827 1;0.37822 0.67604 1
003_img.jpg,003_mask.png,Guitar,0.034375,0.558125,0.213115,0.942623,0.56051,0.23893 0.26813 0;0.26315 0.39747 0;0.33161 0.78924 0;0.53804 0.22795 1;0.13678 0.71182 0;0.19681 0.56391 0;0.19281 0.35994 0;0.31386 0.55675 0;0.09515 0.66942 0;0.07844 0.80709 1;0.50995 0.25820 1;0.40359 0.66217 0
004_img.jpg,004_mask.png,Guitar,0.140625,0.9975,0.413333,0.999167,0.65129,0.26742 0.71046 0;0.76975 0.71857 0;0.79106 0.46894 0;0.98133 0.43037 1;0.37240 0.67127 1;0.36580 0.79883 0;0.62477 0.74385 0;0.88045 0.76364 0;0.31388 0.46911 0;0.51499 0.63288 1;0.79438 0.90102 0;0.84027 0.49790 1
004_img.jpg,004_mask.png,Guitar,0.140625,0.9975,0.413333,0.999167,0.65129,0.26742 0.71046 0;0.76975 0.71857 0;0.79106 0.46894 0;0.98133 0.43037 1;0.37240 0.67127 1;0.36580 0.79883 0;0.62477 0.74385 0;0.88045 0.76364 0;0.31388 0.46911 0;0.51499 0.63288 1;0.79438 0.90102 0;0.84027 0.49790 1
005_img.jpg,005_mask.png,Guitar,0.286458,0.963542,0.688477,0.884766,0.71272,0.49337 0.67980 0;0.53231 0.79662 0;0.63373 0.72463 0;0.29685 0.84077 0;0.62482 0.78589 0;0.31892 0.84495 1;0.87773 0.82791 0;0.47869 0.70297 1;0.52846 0.85842 1;0.92046 0.79523 1;0.31783 0.80664 1;0.50272 0.67061 1
005_img.jpg,005_mask.png,Guitar,0.286458,0.963542,0.688477,0.884766,0.71272,0.49337 0.67980 0;0.53231 0.79662 0;0.63373 0.72463 0;0.29685 0.84077 0;0.62482 0.78589 0;0.31892 0.84495 1;0.87773 0.82791 0;0.47869 0.70297 1;0.52846 0.85842 1;0.92046 0.79523 1;0.31783 0.80664 1;0.50272 0.67061 1
